raw_bijoy	context	source_file	question_number	correct_bengali
`	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 1.mhtml	20	
Avgiv	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 1.mhtml	20	
Kwi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 1.mhtml	20	
| 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 1.mhtml	20	
, 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 1.mhtml	20	
 `	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 1.mhtml	20	
, 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 1.mhtml	20	
` 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 1.mhtml	20	
welq	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 1.mhtml	20	
Zvgvi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 1.mhtml	20	
-	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 1.mhtml	20	
gvUvgywU	†gvUvgywU	C1 MCQ 1.mhtml	20	
Lvivc	Lvivc	C1 MCQ 1.mhtml	20	
Kwiwb	K¬vm Kwiwb	C1 MCQ 1.mhtml	20	
|	GKRb †µZv GKwU †mvbvi Mnbv wKb‡jb| fi cwigvc Kivi Rb¨ we‡µZv MnbvwU cj-eyw½ e¨v‡j‡Ýi Wvbw`‡K †i‡L ev	C1 MCQ 2.mhtml	1	
fi cwigvc	GKRb †µZv GKwU †mvbvi Mnbv wKb‡jb| fi cwigvc Kivi Rb¨ we‡µZv MnbvwU cj-eyw½ e¨v‡j‡Ýi Wvbw`‡K †i‡L ev	C1 MCQ 2.mhtml	1	
-	GKRb †µZv GKwU †mvbvi Mnbv wKb‡jb| fi cwigvc Kivi Rb¨ we‡µZv MnbvwU cj-eyw½ e¨v‡j‡Ýi Wvbw`‡K †i‡L ev	C1 MCQ 2.mhtml	1	
| cj	GKRb †µZv GKwU †mvbvi Mnbv wKb‡jb| fi cwigvc Kivi Rb¨ we‡µZv MnbvwU cj-eyw½ e¨v‡j‡Ýi Wvbw`‡K †i‡L ev	C1 MCQ 2.mhtml	1	
-	GKRb †µZv GKwU †mvbvi Mnbv wKb‡jb| fi cwigvc Kivi Rb¨ we‡µZv MnbvwU cj-eyw½ e¨v‡j‡Ýi Wvbw`‡K †i‡L ev	C1 MCQ 2.mhtml	1	
, 	GKRb †µZv GKwU †mvbvi Mnbv wKb‡jb| fi cwigvc Kivi Rb¨ we‡µZv MnbvwU cj-eyw½ e¨v‡j‡Ýi Wvbw`‡K †i‡L ev	C1 MCQ 2.mhtml	1	
,	GKRb †µZv GKwU †mvbvi Mnbv wKb‡jb| fi cwigvc Kivi Rb¨ we‡µZv MnbvwU cj-eyw½ e¨v‡j‡Ýi Wvbw`‡K †i‡L ev	C1 MCQ 2.mhtml	1	
 Ges 	GKRb †µZv GKwU †mvbvi Mnbv wKb‡jb| fi cwigvc Kivi Rb¨ we‡µZv MnbvwU cj-eyw½ e¨v‡j‡Ýi Wvbw`‡K †i‡L ev	C1 MCQ 2.mhtml	1	
 GKwU	GKRb †µZv GKwU †mvbvi Mnbv wKb‡jb| fi cwigvc Kivi Rb¨ we‡µZv MnbvwU cj-eyw½ e¨v‡j‡Ýi Wvbw`‡K †i‡L ev	C1 MCQ 2.mhtml	1	
Mnbvi fi = 	Mnbvi fi =  3.5931 g. 	C1 MCQ 2.mhtml	1	
 Ni  	∴  ivBWv‡ii Ae¯’vb =3.6−3.59310.0001=69  Ni  	C1 MCQ 2.mhtml	1	
Mvp 	Mvp H2SO4+K2Cr2O7  	C1 MCQ 2.mhtml	2	
Mvp 	Mvp HCl+  K2Cr2O7  	C1 MCQ 2.mhtml	2	
jNy 	jNy H2SO4+KMnO4  	C1 MCQ 2.mhtml	2	
Mvp 	Mvp HCl+  Mvp HNO3  	C1 MCQ 2.mhtml	2	
 Mvp 	Mvp HCl+  Mvp HNO3  	C1 MCQ 2.mhtml	2	
 wU 	  230 mg CO2  M¨v‡mi mv‡_ 6.023×1021  wU CO2  AYy †hvM Kiv n‡j, we`¨gvb AYyi msL¨v-	C1 MCQ 2.mhtml	3	
a,b,c,d 	aKMnO4+3H2SO4+bH2C2O4→K2SO4+cMnSO4+8H2O+dCO2,  wewµqvwUi mgZvKi‡Y a,b,c,d Gi gvb h_vµ‡g-	C1 MCQ 2.mhtml	4	
Gi gvb 	aKMnO4+3H2SO4+bH2C2O4→K2SO4+cMnSO4+8H2O+dCO2,  wewµqvwUi mgZvKi‡Y a,b,c,d Gi gvb h_vµ‡g-	C1 MCQ 2.mhtml	4	
 cigv	 Ca (OCl―)Cl  †hŠ‡M `vMvw¼Z Cl  cigvYyi RviY gvb KZ?	C1 MCQ 2.mhtml	5	
Y	 Ca (OCl―)Cl  †hŠ‡M `vMvw¼Z Cl  cigvYyi RviY gvb KZ?	C1 MCQ 2.mhtml	5	
yi RviY gvb KZ?	 Ca (OCl―)Cl  †hŠ‡M `vMvw¼Z Cl  cigvYyi RviY gvb KZ?	C1 MCQ 2.mhtml	5	
 cwimi-	†dbj †i‡Wi eY© cwieZ©‡bi pH  cwimi-	C1 MCQ 2.mhtml	9	
| 	j¨ve‡iUwi‡Z `yBwU wfbœ wi‡q‡R›U †evZ‡j KOH  `ªeY iwÿZ Av‡Q| GKwUi NbgvÎv  0.4 M  Ges AciwUi NbgvÎv  	C1 MCQ 2.mhtml	11	
i	wb‡Pi †KvbwU cÖvBgvwi ÷¨vÛvW© c`v_©?	C1 MCQ 2.mhtml	12	
 I 	HCl  I NaOH  Gi cÖkgb wewµqvq wb‡`©kK wn‡m‡e Dchy³ †KvbwU?	C1 MCQ 2.mhtml	13	
Kx cwigvY 	Kcvi mvj‡dU I cUvwkqvg Av‡qvWvB‡Wi wewµqvq  1 mol  Av‡qvwWb ˆZwi Ki‡Z Kx cwigvY cUvwkqvg Av‡qvWvBW c	C1 MCQ 2.mhtml	14	
GKwU 	GKwU  250 cm3  d¬v‡¯‹  4.2 g  Kve©‡bU †hŠM we`¨gvb| `ªe‡Yi NbgvÎv  0.2 M | †hŠ‡Mi m¤¢ve¨ ms‡KZ †Kvbw	C1 MCQ 2.mhtml	16	
Nb	  16 g C3H8  M¨vm‡K  0.15 M  NbgvÎvi   2.25 L O2  Øviv `nb Ki‡j STP -†Z we`¨gvb M¨v‡mi †gvU AvqZb KZ	C1 MCQ 2.mhtml	17	
Zvgvi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
Avgiv	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
 I 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
| 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
 GB 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
| 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
Zvgvi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
`	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
Avgiv	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
Kwi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
| 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
, 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
 `	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
, 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
` 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
welq	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
Zvgvi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
-	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	C1 MCQ 2.mhtml	20	
gvUvgywU	†gvUvgywU	C1 MCQ 2.mhtml	20	
Lvivc	Lvivc	C1 MCQ 2.mhtml	20	
Kwiwb	K¬vm Kwiwb	C1 MCQ 2.mhtml	20	
-	 6.25 g  eøy-wfwUªIj‡K cvwb‡Z `ªexf~Z K‡i  150 mL  `ªeY cÖ¯‘Z Kiv n‡jv| G `ªe‡Yi  10 mL  wb‡q AwZwi³	C1 WRITTEN 1.mhtml	1	
,	 6.25 g  eøy-wfwUªIj‡K cvwb‡Z `ªexf~Z K‡i  150 mL  `ªeY cÖ¯‘Z Kiv n‡jv| G `ªe‡Yi  10 mL  wb‡q AwZwi³	C1 WRITTEN 1.mhtml	1	
-	 6.25 g  eøy-wfwUªIj‡K cvwb‡Z `ªexf~Z K‡i  150 mL  `ªeY cÖ¯‘Z Kiv n‡jv| G `ªe‡Yi  10 mL  wb‡q AwZwi³	C1 WRITTEN 1.mhtml	1	
 Gi fi 	10mL  G Abv`ª© CuSO4  Gi fi  =9×10−4×(63. 5+32+16×4)=0.14355g  	C1 WRITTEN 1.mhtml	1	
G fi 	 ∴150mL  G fi =0.14355×15010=2.15g  	C1 WRITTEN 1.mhtml	1	
2) = 04 	wewµqv 2 wU †jLvi Rb¨ (02× 2) = 04 b¤^i| 	C1 WRITTEN 1.mhtml	1	
; 	Abv`ª© CuSO4  Gi cÖK…Z fi =2.15g ; wbY©q Kivi Rb¨ 06 b¤^i| 	C1 WRITTEN 1.mhtml	1	
| 	Abv`ª© CuSO4  Gi cÖK…Z fi =2.15g ; wbY©q Kivi Rb¨ 06 b¤^i| 	C1 WRITTEN 1.mhtml	1	
[	[we.`ª.: GKK bv wjL‡j ev fyj GKK wjL‡j 01 b¤^i KZ©b Kiv n‡e|] 	C1 WRITTEN 1.mhtml	1	
|	[we.`ª.: GKK bv wjL‡j ev fyj GKK wjL‡j 01 b¤^i KZ©b Kiv n‡e|] 	C1 WRITTEN 1.mhtml	1	
]	[we.`ª.: GKK bv wjL‡j ev fyj GKK wjL‡j 01 b¤^i KZ©b Kiv n‡e|] 	C1 WRITTEN 1.mhtml	1	
 Ges 	GKwU A·vwjK GwmW `ªeY‡K m¤ú~Y©iƒ‡c RvwiZ Ki‡Z jNy H2SO4  hy³       20 mL  0.03 M  KMnO4  Ges    10.5	C1 WRITTEN 2.mhtml	1	
 Gi kZKiv cwigvY 	GKwU A·vwjK GwmW `ªeY‡K m¤ú~Y©iƒ‡c RvwiZ Ki‡Z jNy H2SO4  hy³       20 mL  0.03 M  KMnO4  Ges    10.5	C1 WRITTEN 2.mhtml	1	
 Gi kZKiv cwigvY	∴H2C2O4  Gi kZKiv cwigvY =(1.5×10−3+6.3×10−4)×90×100150=0.1278% (w/v) 	C1 WRITTEN 2.mhtml	1	
2) = 04 	wewµqv 2 wU †jLvi Rb¨ (02× 2) = 04 b¤^i| 	C1 WRITTEN 2.mhtml	1	
 Gi kZKiv cwigvY	H2C2O4  Gi kZKiv cwigvY =0.1278% (w/v) ; wbY©q Kivi Rb¨ 06 b¤^i| 	C1 WRITTEN 2.mhtml	1	
; 	H2C2O4  Gi kZKiv cwigvY =0.1278% (w/v) ; wbY©q Kivi Rb¨ 06 b¤^i| 	C1 WRITTEN 2.mhtml	1	
|	[we.`ª.: mgZvnxb cÖwZwU wewµqvi Rb¨ 01 b¤^i K‡i KZ©b Kiv n‡e|]	C1 WRITTEN 2.mhtml	1	
]	[we.`ª.: mgZvnxb cÖwZwU wewµqvi Rb¨ 01 b¤^i K‡i KZ©b Kiv n‡e|]	C1 WRITTEN 2.mhtml	1	
2) = 04 	wewµqv 2 wU †jLvi Rb¨ (02× 2) = 04 b¤^i| 	C1 WRITTEN 2.mhtml	1	
; 	 W=0.1917 g ; wbY©q Kivi Rb¨ 03 b¤^i| 	C1 WRITTEN 2.mhtml	1	
 Gi kZKiv cwigvY	H2C2O4  Gi kZKiv cwigvY =0.1278% (w/v) ; wbY©q Kivi Rb¨ 03 b¤^i| 	C1 WRITTEN 2.mhtml	1	
; 	H2C2O4  Gi kZKiv cwigvY =0.1278% (w/v) ; wbY©q Kivi Rb¨ 03 b¤^i| 	C1 WRITTEN 2.mhtml	1	
|	[we.`ª.: mgZvnxb cÖwZwU wewµqvi Rb¨ 01 b¤^i K‡i KZ©b Kiv n‡e|]	C1 WRITTEN 2.mhtml	1	
]	[we.`ª.: mgZvnxb cÖwZwU wewµqvi Rb¨ 01 b¤^i K‡i KZ©b Kiv n‡e|]	C1 WRITTEN 2.mhtml	1	
 Ges 	CaCO3  Ges MgCO3  Gi  50 g  wgkÖY‡K DËß Ki‡j  26 g  KwVb Ae‡kl cvIqv hvq| wgkÖ‡Y Dcw¯’Z MgCO3  Gi kZ	C1 WRITTEN 3.mhtml	1	
 Gi 	CaCO3  Ges MgCO3  Gi  50 g  wgkÖY‡K DËß Ki‡j  26 g  KwVb Ae‡kl cvIqv hvq| wgkÖ‡Y Dcw¯’Z MgCO3  Gi kZ	C1 WRITTEN 3.mhtml	1	
 Gi kZKiv cwigvY 	wgkÖ‡Y MgCO3  Gi kZKiv cwigvY =23.8650×100%=47.72% 	C1 WRITTEN 3.mhtml	1	
 Gi kZKiv cwigvY 	MgCO3  Gi kZKiv cwigvY =47.72% ; wbY©q Kivi Rb¨ 05 b¤^i| 	C1 WRITTEN 3.mhtml	1	
; 	    V=5855.36 mL= 5.86 L  ; wbY©q Kivi Rb¨ 05 b¤^i| 	C1 WRITTEN 3.mhtml	1	
5	    V=5855.36 mL= 5.86 L  ; wbY©q Kivi Rb¨ 05 b¤^i| 	C1 WRITTEN 3.mhtml	1	
|	[we.`ª.: GKK bv wjL‡j ev fyj GKK wjL‡j 01 b¤^i KZ©b Kiv n‡e|] 	C1 WRITTEN 3.mhtml	1	
] 	[we.`ª.: GKK bv wjL‡j ev fyj GKK wjL‡j 01 b¤^i KZ©b Kiv n‡e|] 	C1 WRITTEN 3.mhtml	1	
GKwU	GKwU †gUvj wK¬wbs KviLvbvi eR¨© cwi‡kvabvMv‡i †aŠZKiY cÖwµqv †k‡l wbM©Z A¤øxq eR©¨ `ªe‡Y HCl -Gi Nbg	C1 WRITTEN 4.mhtml	1	
gUvj	GKwU †gUvj wK¬wbs KviLvbvi eR¨© cwi‡kvabvMv‡i †aŠZKiY cÖwµqv †k‡l wbM©Z A¤øxq eR©¨ `ªe‡Y HCl -Gi Nbg	C1 WRITTEN 4.mhtml	1	
KviLvbvi	GKwU †gUvj wK¬wbs KviLvbvi eR¨© cwi‡kvabvMv‡i †aŠZKiY cÖwµqv †k‡l wbM©Z A¤øxq eR©¨ `ªe‡Y HCl -Gi Nbg	C1 WRITTEN 4.mhtml	1	
eR	GKwU †gUvj wK¬wbs KviLvbvi eR¨© cwi‡kvabvMv‡i †aŠZKiY cÖwµqv †k‡l wbM©Z A¤øxq eR©¨ `ªe‡Y HCl -Gi Nbg	C1 WRITTEN 4.mhtml	1	
eR	GKwU †gUvj wK¬wbs KviLvbvi eR¨© cwi‡kvabvMv‡i †aŠZKiY cÖwµqv †k‡l wbM©Z A¤øxq eR©¨ `ªe‡Y HCl -Gi Nbg	C1 WRITTEN 4.mhtml	1	
/	GKwU †gUvj wK¬wbs KviLvbvi eR¨© cwi‡kvabvMv‡i †aŠZKiY cÖwµqv †k‡l wbM©Z A¤øxq eR©¨ `ªe‡Y HCl -Gi Nbg	C1 WRITTEN 4.mhtml	1	
? 	GKwU †gUvj wK¬wbs KviLvbvi eR¨© cwi‡kvabvMv‡i †aŠZKiY cÖwµqv †k‡l wbM©Z A¤øxq eR©¨ `ªe‡Y HCl -Gi Nbg	C1 WRITTEN 4.mhtml	1	
[	GKwU †gUvj wK¬wbs KviLvbvi eR¨© cwi‡kvabvMv‡i †aŠZKiY cÖwµqv †k‡l wbM©Z A¤øxq eR©¨ `ªe‡Y HCl -Gi Nbg	C1 WRITTEN 4.mhtml	1	
]	GKwU †gUvj wK¬wbs KviLvbvi eR¨© cwi‡kvabvMv‡i †aŠZKiY cÖwµqv †k‡l wbM©Z A¤øxq eR©¨ `ªe‡Y HCl -Gi Nbg	C1 WRITTEN 4.mhtml	1	
eR	eR©¨ `ªe‡Yi fi   =2×1.14=2.28 kg=2280 g 	C1 WRITTEN 4.mhtml	1	
 fi 	eR©¨ `ªe‡Yi fi   =2×1.14=2.28 kg=2280 g 	C1 WRITTEN 4.mhtml	1	
 Gi cwigvY 	HCl  Gi cwigvY  =8100×2280=182.4 g 	C1 WRITTEN 4.mhtml	1	
wU 	∴  A¨vjywgbv c¨v‡K‡U cÖ‡qvRb   =84.97425×10−3=199.93 ≈200  wU 	C1 WRITTEN 4.mhtml	1	
 wU 	∴  200  wU A¨vjywgbv c¨v‡KU cÖ‡qvRb|	C1 WRITTEN 4.mhtml	1	
|	∴  200  wU A¨vjywgbv c¨v‡KU cÖ‡qvRb|	C1 WRITTEN 4.mhtml	1	
i	b¤^i eÈbt	C1 WRITTEN 4.mhtml	1	
i	 nHCl=5 mol;  wbY©q Kivi Rb¨ 02 b¤^i| 	C1 WRITTEN 4.mhtml	1	
| 	 nHCl=5 mol;  wbY©q Kivi Rb¨ 02 b¤^i| 	C1 WRITTEN 4.mhtml	1	
wU; 	A¨vjywgbv c¨v‡K‡U cÖ‡qvRb  =200  wU; wbY©q Kivi Rb¨ 05 b¤^i|  	C1 WRITTEN 4.mhtml	1	
i	A¨vjywgbv c¨v‡K‡U cÖ‡qvRb  =200  wU; wbY©q Kivi Rb¨ 05 b¤^i|  	C1 WRITTEN 4.mhtml	1	
|  	A¨vjywgbv c¨v‡K‡U cÖ‡qvRb  =200  wU; wbY©q Kivi Rb¨ 05 b¤^i|  	C1 WRITTEN 4.mhtml	1	
I 	(1,2)  I (13,−18)  Gi ms‡hvRK †iLvi mgPZyL©ÛK we›`y¸‡jvi GKwU n‡jv-	M1 MCQ 1.mhtml	1	
j	(1,2)  I (13,−18)  Gi ms‡hvRK †iLvi mgPZyL©ÛK we›`y¸‡jvi GKwU n‡jv-	M1 MCQ 1.mhtml	1	
v	(1,2)  I (13,−18)  Gi ms‡hvRK †iLvi mgPZyL©ÛK we›`y¸‡jvi GKwU n‡jv-	M1 MCQ 1.mhtml	1	
-	(1,2)  I (13,−18)  Gi ms‡hvRK †iLvi mgPZyL©ÛK we›`y¸‡jvi GKwU n‡jv-	M1 MCQ 1.mhtml	1	
 Ges 	Aci we›`yØq, (1+72,2−82)=(4,−3)  Ges (7+132,−8−182)=(10,−13)  	M1 MCQ 1.mhtml	1	
CD	wP‡Î CD, AB evûi Dci Aw¼Z ga¨gv| CD Gi ˆ`N¨© KZ GKK?	M1 MCQ 1.mhtml	2	
, 	wP‡Î CD, AB evûi Dci Aw¼Z ga¨gv| CD Gi ˆ`N¨© KZ GKK?	M1 MCQ 1.mhtml	2	
AB	wP‡Î CD, AB evûi Dci Aw¼Z ga¨gv| CD Gi ˆ`N¨© KZ GKK?	M1 MCQ 1.mhtml	2	
CD	wP‡Î CD, AB evûi Dci Aw¼Z ga¨gv| CD Gi ˆ`N¨© KZ GKK?	M1 MCQ 1.mhtml	2	
5	5	M1 MCQ 1.mhtml	2	
D 	D ≡(−3+72,−3−12)≡(2,−2) 	M1 MCQ 1.mhtml	2	
GKK	∴CD=(5−2)2+(2+2)2=5  GKK	M1 MCQ 1.mhtml	2	
 y-	†Kv‡bv †m‡Ui GKwU we›`y Ggb †h, g~jwe›`y n‡Z we›`ywUi `~iZ¡ y-A¶‡iLv †_‡K Zvi `~i‡Z¡i wØ¸Y, we›`ywUi	M1 MCQ 1.mhtml	4	
Ges	y=2  Ges 2x−2y+3=0  †iLvØ‡qi AšÍf©z³ †KvY KZ?	M1 MCQ 1.mhtml	5	
[	[∵  ¯’~j‡KvY Option-G †bB]	M1 MCQ 1.mhtml	5	
Option	[∵  ¯’~j‡KvY Option-G †bB]	M1 MCQ 1.mhtml	5	
]	[∵  ¯’~j‡KvY Option-G †bB]	M1 MCQ 1.mhtml	5	
Kv	†Kv‡bv wÎfz‡Ri GKwU kxl©we›`y  (5,3)   Ges Zvi wecixZ evûi ga¨we›`y (5,12)  n‡j, Gi fi‡K‡›`ªi ¯’vbv¼	M1 MCQ 1.mhtml	6	
b	†Kv‡bv wÎfz‡Ri GKwU kxl©we›`y  (5,3)   Ges Zvi wecixZ evûi ga¨we›`y (5,12)  n‡j, Gi fi‡K‡›`ªi ¯’vbv¼	M1 MCQ 1.mhtml	6	
v	†Kv‡bv wÎfz‡Ri GKwU kxl©we›`y  (5,3)   Ges Zvi wecixZ evûi ga¨we›`y (5,12)  n‡j, Gi fi‡K‡›`ªi ¯’vbv¼	M1 MCQ 1.mhtml	6	
,	†Kv‡bv wÎfz‡Ri GKwU kxl©we›`y  (5,3)   Ges Zvi wecixZ evûi ga¨we›`y (5,12)  n‡j, Gi fi‡K‡›`ªi ¯’vbv¼	M1 MCQ 1.mhtml	6	
 I 	(5,9)  we›`ywU (5,3)  I (5,12)  †K 2:1  Abycv‡Z AšÍwe©f³ K‡i| 	M1 MCQ 1.mhtml	6	
|	(5,9)  we›`ywU (5,3)  I (5,12)  †K 2:1  Abycv‡Z AšÍwe©f³ K‡i| 	M1 MCQ 1.mhtml	6	
awi, 	awi, C  we›`yi ¯’vbv¼ (0,b) 	M1 MCQ 1.mhtml	7	
 I 	3x+4y=20  I 6x+8y=20  †iLvØ‡qi ga¨eZ©x j¤^ `~iZ¡ KZ?	M1 MCQ 1.mhtml	8	
GKK	0  GKK	M1 MCQ 1.mhtml	8	
GKK	2  GKK	M1 MCQ 1.mhtml	8	
GKK	1  GKK	M1 MCQ 1.mhtml	8	
GKK	12  GKK	M1 MCQ 1.mhtml	8	
GKK	∴d=|20−1032+42|=2  GKK	M1 MCQ 1.mhtml	8	
 I 	GKwU wÎfz‡Ri kxl©Îq  (6a,3b), (−2b,3c)  I (−2c,−a) | Gi fi‡K›`ª x -A‡ÿ Aew¯’Z n‡j, fi‡K‡›`ªi fzR †Kv	M1 MCQ 1.mhtml	9	
|	GKwU wÎfz‡Ri kxl©Îq  (6a,3b), (−2b,3c)  I (−2c,−a) | Gi fi‡K›`ª x -A‡ÿ Aew¯’Z n‡j, fi‡K‡›`ªi fzR †Kv	M1 MCQ 1.mhtml	9	
fzR 	3(b+c)−a=0⇒b+c=a3∴  fzR =169a 	M1 MCQ 1.mhtml	9	
 I 	GKwU wÎfz‡Ri `yBwU kxl©  (1, 3)  I  (3, 1)  Ges Aci kxl© x+y=12  †iLvq Ae¯’vb K‡i| wÎfzRwUi †ÿÎdj KZ	M1 MCQ 1.mhtml	10	
 Ges	GKwU wÎfz‡Ri `yBwU kxl©  (1, 3)  I  (3, 1)  Ges Aci kxl© x+y=12  †iLvq Ae¯’vb K‡i| wÎfzRwUi †ÿÎdj KZ	M1 MCQ 1.mhtml	10	
